iter	Logloss
217	0.002896282741
218	0.002895147714
219	0.002885493983
220	0.002871148514
221	0.002829359874
222	0.002821150617
223	0.00281215955
224	0.002787607272
225	0.002770323024
226	0.00273927229
227	0.00273253192
228	0.002727298887
229	0.002717983083
230	0.002705832153
231	0.002704922599
232	0.002704295882
233	0.002681594897
234	0.002677942289
235	0.002650967284
236	0.002637337279
237	0.00263392263
238	0.002630353749
239	0.002600582228
240	0.00258490163
241	0.002579469644
242	0.002570354424
243	0.002565609513
244	0.002564837354
245	0.002554785691
246	0.002551453535
247	0.002546488564
248	0.002534937715
249	0.002529337255
250	0.00252497656
251	0.002520084402
252	0.002507515777
253	0.002498857849
254	0.002484899938
255	0.002481927894
256	0.002477259579
257	0.002471535155
258	0.002469791756
259	0.002464235697
260	0.002459408702
261	0.002453067549
262	0.002440910457
263	0.002438945359
264	0.002436529781
265	0.002436179445
266	0.002432594439
267	0.002425919232
268	0.002417721794
269	0.002386311027
270	0.002381422809
271	0.002362964403
272	0.002349648746
273	0.002346068433
274	0.002344866508
275	0.002342500383
276	0.002340487852
277	0.002335270895
278	0.002322856339
279	0.002319546325
280	0.002302290592
281	0.002299355293
282	0.002297683492
283	0.002295264106
284	0.002291602469
285	0.002278620321
286	0.00227815638
287	0.002276787645
288	0.002272894692
289	0.002268379443
290	0.002237606197
291	0.00223436304
292	0.002227363489
293	0.002226424111
294	0.002224234124
295	0.002216245598
296	0.002208854188
297	0.002198964068
298	0.00218756884
299	0.002187196736
300	0.002183997035
301	0.002178583512
302	0.002166985389
303	0.00215647423
304	0.002156084386
305	0.002144293446
306	0.002128373324
307	0.002114302226
308	0.002112840617
309	0.002105542166
310	0.002095495243
311	0.002081905794
312	0.002080039592
313	0.002073208055
314	0.002057463742
315	0.00205258266
316	0.002026469877
317	0.002024340361
318	0.00202265988
319	0.002018881335
320	0.002013458474
321	0.002000209634
322	0.001992957682
323	0.001988641272
324	0.001987687989
325	0.001982576907
326	0.001972334933
327	0.001971896455
328	0.001966969313
329	0.001965652242
330	0.00195470631
331	0.001937775347
332	0.001936553734
333	0.00193016003
334	0.001925819505
335	0.001921842862
336	0.001918474888
337	0.001916767597
338	0.001909761791
339	0.001904254445
340	0.001904141372
341	0.001900492637
342	0.001897378006
343	0.001896391826
344	0.001893297362
345	0.001888280457
346	0.001885655551
347	0.001885474927
348	0.001878343157
349	0.001874000008
350	0.001871157655
351	0.001868129103
352	0.00185779647
353	0.00185762783
354	0.001853866207
355	0.001843044579
356	0.001836949944
357	0.001835709868
358	0.001831498133
359	0.001830465271
360	0.00182793477
361	0.001821992879
362	0.001814039111
363	0.001805374807
364	0.001802470856
365	0.001795946815
366	0.001795526521
367	0.001788765961
368	0.001785201238
369	0.001767903451
370	0.001755144885
371	0.00175474257
372	0.001751828707
373	0.001742603667
374	0.001738727583
375	0.001737153792
376	0.001736349251
377	0.00173339214
378	0.001733145813
379	0.001730908596
380	0.001719213341
381	0.001718757678
382	0.001717809674
383	0.001714974234
384	0.001710982325
385	0.001710771269
386	0.001702218368
387	0.001701192521
388	0.001698471704
389	0.001695128855
390	0.001694891728
391	0.001690966833
392	0.001690729334
393	0.001689335062
394	0.001685636648
395	0.001684980402
396	0.001671252798
397	0.001671092013
398	0.001669977809
399	0.001668627236
400	0.001667392168
401	0.001666806767
402	0.001663161368
403	0.001660551943
404	0.001659328565
405	0.001658565595
406	0.001656960923
407	0.00165648259
408	0.001644375898
409	0.001637949744
410	0.001635178164
411	0.001629597723
412	0.00162914541
413	0.001628915486
414	0.001626831481
415	0.001626740253
416	0.001620304733
417	0.001617798711
418	0.0016033714
419	0.00160107695
420	0.001598836707
421	0.001588830578
422	0.001588063598
423	0.001586977049
424	0.001586766512
425	0.001584088044
426	0.001583310612
427	0.001579606155
428	0.001578735172
429	0.00157683281
430	0.001570451953
431	0.00155965117
432	0.001558515808
433	0.001556488052
434	0.001552431806
435	0.001552213976
436	0.001551354102
437	0.001551218955
438	0.001548442977
439	0.001543591845
440	0.001542222389
441	0.001540899174
442	0.00153449752
443	0.001534154652
444	0.001530391868
445	0.001528128577
446	0.001518385714
447	0.00150856178
448	0.001507319284
449	0.001505763439
450	0.001499130189
451	0.001499021575
452	0.001496506162
453	0.001488845022
454	0.001488057084
455	0.00148733051
456	0.001485589054
457	0.001483836256
458	0.001483233936
459	0.001476059704
460	0.001475441934
461	0.001469038765
462	0.001461677026
463	0.001457405427
464	0.001450307455
465	0.001448091893
466	0.001443630225
467	0.001443175703
468	0.001434965512
469	0.001427458851
470	0.001427259127
471	0.001427062662
472	0.001425646303
473	0.001424679351
474	0.00140923167
475	0.001403857233
476	0.00140259696
477	0.00139760079
478	0.001396753161
479	0.001391438197
480	0.001388351259
481	0.001388153709
482	0.001383419711
483	0.001380897531
484	0.001379261957
485	0.001378397289
486	0.001374052929
487	0.001372405544
488	0.001371352349
489	0.001370932136
490	0.001369146622
491	0.00136847183
492	0.001367088235
493	0.001366646234
494	0.001365588027
495	0.001364622756
496	0.001363145675
497	0.001358623699
498	0.001357563329
499	0.001356078277
